0  0.0800948  0
2000  0.0818936  0.00179876
4000  0.0827222  0.0013286
6000  0.0830754  0.00100364
8000  0.0830739  0.000777418
10000  0.0829844  0.000641049
12000  0.0828661  0.000554547
14000  0.0828954  0.000481146
16000  0.0830946  0.00046875
18000  0.0829931  0.000431374
20000  0.0831292  0.000413251
22000  0.0830622  0.000383143
24000  0.083189  0.000374551
26000  0.0832396  0.000350442
28000  0.083129  0.000344489
30000  0.0830172  0.000341074
32000  0.0830369  0.000320987
34000  0.0830607  0.000303565
36000  0.0830536  0.000287232
38000  0.0831313  0.000283367
40000  0.0830559  0.000279888
42000  0.0829608  0.000283314
44000  0.0830841  0.000297502
46000  0.083083  0.000284839
48000  0.0829936  0.000287474
50000  0.0830368  0.000279552
52000  0.0831636  0.000297382
54000  0.0832371  0.000295846
56000  0.0833949  0.00032616
58000  0.0834324  0.000317324
60000  0.0833969  0.000308957
62000  0.0834127  0.000299563
64000  0.0834419  0.000291806
66000  0.0833729  0.000291387
68000  0.0833455  0.000284258
70000  0.0833715  0.000277467
72000  0.0833439  0.000271275
74000  0.0833509  0.000264132
76000  0.0833399  0.000257503
78000  0.0834053  0.000259364
80000  0.0833873  0.000253597
82000  0.0834089  0.000248426
84000  0.0834155  0.000242668
86000  0.083433  0.000237737
88000  0.0834769  0.000236509
90000  0.0834728  0.000231347
92000  0.0834579  0.00022686
94000  0.0834521  0.000222159
96000  0.0834432  0.000217761
98000  0.0833816  0.000222068
100000  0.0833721  0.000217879
102000  0.0833857  0.000214079
104000  0.0834057  0.000210953
106000  0.0834235  0.000207772
108000  0.0833866  0.000207269
110000  0.0834084  0.000204701
112000  0.083415  0.000201186
114000  0.0834388  0.000199108
116000  0.0834152  0.000197115
118000  0.0833992  0.000194464
120000  0.0833947  0.000191301
122000  0.0833995  0.00018825
124000  0.0833786  0.000186408
126000  0.0833851  0.000183586
128000  0.0834061  0.000181957
130000  0.0833543  0.000186512
132000  0.0833536  0.000183708
134000  0.0833572  0.000181023
136000  0.0833985  0.000183085
138000  0.0834227  0.000182067
140000  0.0834041  0.000180449
142000  0.0833994  0.000177986
144000  0.0834161  0.000176325
146000  0.0834245  0.000174128
148000  0.0834468  0.000173229
150000  0.0834248  0.000172346
152000  0.0834467  0.000171501
154000  0.0834399  0.000169423
156000  0.0833992  0.00017216
158000  0.0833888  0.000170309
160000  0.0833925  0.000168234
162000  0.0833806  0.000166592
164000  0.0833809  0.000164573
166000  0.0833298  0.000170467
168000  0.0833875  0.000178079
170000  0.0833664  0.00017726
172000  0.0833675  0.000175214
174000  0.0833758  0.000173411
176000  0.0833948  0.000172503
178000  0.0833888  0.000170681
180000  0.0834193  0.000171528
182000  0.0834342  0.000170312
184000  0.0834347  0.000168471
186000  0.0834363  0.000166678
188000  0.0834293  0.000165063
190000  0.0834053  0.000165098
192000  0.0833931  0.000163842
194000  0.0833988  0.000162264
196000  0.0834545  0.000169977
198000  0.0834506  0.000168314
