0  0.504303  0
2000  0.508527  0.00422346
4000  0.502932  0.0061034
6000  0.501041  0.00471176
8000  0.50054  0.00368398
10000  0.499782  0.00310182
12000  0.499177  0.00269056
14000  0.500053  0.00248949
16000  0.499741  0.00221765
18000  0.49933  0.00202554
20000  0.498792  0.00190958
22000  0.49849  0.00176915
24000  0.498257  0.00164398
26000  0.497909  0.00156127
28000  0.498774  0.00169099
30000  0.498752  0.00158193
32000  0.498841  0.00148865
34000  0.4987  0.00141055
36000  0.498985  0.00136429
38000  0.498586  0.0013544
40000  0.498891  0.00132405
42000  0.498693  0.00127801
44000  0.498844  0.00123048
46000  0.499002  0.00118873
48000  0.498841  0.00115153
50000  0.498555  0.00114265
52000  0.498485  0.00110173
54000  0.498575  0.00106541
56000  0.498475  0.00103285
58000  0.498323  0.00100941
60000  0.498395  0.000978969
62000  0.498187  0.000970376
64000  0.498122  0.00094274
66000  0.497886  0.000944553
68000  0.497712  0.000933564
70000  0.498122  0.00099579
72000  0.498163  0.000969356
74000  0.498292  0.000952266
76000  0.498094  0.000948467
78000  0.497649  0.00102572
80000  0.497641  0.00100042
82000  0.497614  0.000976688
84000  0.497694  0.00095702
86000  0.497681  0.000935112
88000  0.497979  0.000961482
90000  0.498045  0.000942652
92000  0.497864  0.000939901
94000  0.498017  0.000932773
96000  0.498235  0.000939293
98000  0.498266  0.00092082
100000  0.498434  0.000918146
102000  0.498459  0.000900645
104000  0.498553  0.000888517
106000  0.498696  0.000883479
108000  0.498815  0.000875494
110000  0.498837  0.000859996
112000  0.498889  0.000846386
114000  0.498977  0.000836317
116000  0.49897  0.000822054
118000  0.499068  0.000814171
120000  0.499144  0.000804331
122000  0.499316  0.000809639
124000  0.499285  0.000797289
126000  0.499243  0.000785827
128000  0.499128  0.00078213
130000  0.499071  0.000772325
132000  0.499208  0.000772999
134000  0.499322  0.000769944
136000  0.49936  0.000759676
138000  0.499278  0.000753252
140000  0.499264  0.000742702
142000  0.499289  0.000732747
144000  0.499236  0.000724602
146000  0.499454  0.00074737
148000  0.499363  0.000742988
150000  0.499213  0.000748311
152000  0.499255  0.000739732
154000  0.499363  0.000738156
156000  0.499382  0.000729006
158000  0.499455  0.000723507
160000  0.4995  0.000715937
162000  0.499424  0.000711202
164000  0.499448  0.000702995
166000  0.499489  0.000695747
168000  0.49953  0.000688774
170000  0.49956  0.000681343
172000  0.499638  0.000678041
174000  0.499638  0.000670292
176000  0.499686  0.000664463
178000  0.499802  0.000667159
180000  0.499832  0.000660478
182000  0.499759  0.000657354
184000  0.499564  0.000678775
186000  0.499639  0.0006757
188000  0.499747  0.000677266
190000  0.499829  0.000675096
192000  0.499722  0.000676522
194000  0.499674  0.000671348
196000  0.499708  0.00066544
198000  0.499767  0.000661337
