-9.610197926096919474e-02 3.544354200363159180e+00
-4.458346618125792471e-01 3.971903800964355469e+00
-8.887990704614820991e-01 4.346426486968994141e+00
-3.841274946492680975e-01 3.908486127853393555e+00
-9.074830448667625671e-01 4.361404895782470703e+00
-1.399458584959252239e-01 3.608176708221435547e+00
-5.484001762190393592e-01 4.066539287567138672e+00
4.072952165839791583e-01 2.757359027862548828e+00
-5.596429468869978940e-01 4.075829505920410156e+00
-8.371363288673239200e-01 4.303604602813720703e+00
6.775945567999455132e-01 2.374866008758544922e+00
-8.799342794114699551e-01 4.339226722717285156e+00
5.019169186989842490e-01 2.614219427108764648e+00
8.588506519632668201e-01 2.164987564086914062e+00
-7.857417626372507069e-01 4.260372161865234375e+00
1.193358597381877217e-01 3.222073793411254883e+00
-9.654657949326450606e-02 3.545008420944213867e+00
5.974201174324469399e-01 2.478252887725830078e+00
2.469600122093749128e-01 3.008202314376831055e+00
-4.434531268576948904e-01 3.969545125961303711e+00
-9.970619877152595567e-01 4.436601638793945312e+00
-3.426454231696851593e-02 3.455320119857788086e+00
7.882177647869328396e-01 2.236896276473999023e+00
8.107263406453344423e-01 2.212806701660156250e+00
-7.494060338930113030e-01 4.230617046356201172e+00
7.213539347173778538e-01 2.319383144378662109e+00
-9.311374284063715923e-01 4.380118846893310547e+00
-8.153014493195755996e-01 4.285063743591308594e+00
9.324416247290006066e-01 2.090987682342529297e+00
-2.260651856168904850e-01 3.715898752212524414e+00
-8.584322066945582197e-01 4.321508884429931641e+00
-5.908929129295725780e-02 3.490520715713500977e+00
-9.077259605304823786e-01 4.361596584320068359e+00
-9.672596902012808862e-01 4.410118579864501953e+00
1.235004588717292240e-01 3.214340209960937500e+00
-5.775875604098066329e-01 4.090442180633544922e+00
2.438251795765327135e-01 3.013226509094238281e+00
-3.306014723126371457e-01 3.847438097000122070e+00
-7.350459342307944510e-01 4.219130039215087891e+00
9.688037164566756232e-01 2.055615425109863281e+00
-5.001171690358052757e-01 4.023625373840332031e+00
-8.760457078516066254e-01 4.336049556732177734e+00
-4.423267595993414236e-01 3.968426704406738281e+00
-4.965998881995767888e-01 4.020376682281494141e+00
-4.007073915648400320e-01 3.926056146621704102e+00
-2.886515375985074794e-01 3.795953989028930664e+00
6.103303615591380016e-01 2.461245059967041016e+00
-8.804311281043961657e-01 4.339631080627441406e+00
-2.909346598684849905e-01 3.798922538757324219e+00
-7.925089140695376067e-01 4.265940666198730469e+00
9.643932921800799640e-01 2.059812307357788086e+00
-7.120565353716936663e-01 4.200979232788085938e+00
-4.193011038240812560e-02 3.466140031814575195e+00
-3.991313479218172589e-02 3.463228702545166016e+00
5.623564171369184184e-01 2.525969982147216797e+00
-4.557082574173334510e-01 3.981567621231079102e+00
4.755477150333391467e-01 2.653549909591674805e+00
-9.473228817182852701e-01 4.392998218536376953e+00
8.543008752946470441e-01 2.169530630111694336e+00
-8.020886974841645589e-01 4.273791313171386719e+00
-3.834099124288781191e-02 3.461018085479736328e+00
-6.531405734766539961e-01 4.152969360351562500e+00
-2.627664540683516403e-01 3.762655735015869141e+00
2.840410335389735863e-01 2.946484804153442383e+00
-7.150556500470970356e-01 4.203374385833740234e+00
-4.217829601391145378e-01 3.947772264480590820e+00
3.583646654070196114e-01 2.827049493789672852e+00
6.890890951942698628e-01 2.359922170639038086e+00
1.857955248020310979e-01 3.110009431838989258e+00
4.596933055804708346e-02 3.342549562454223633e+00
-7.807819754600211493e-01 4.256284713745117188e+00
-7.069190768934674463e-01 4.196856498718261719e+00
9.163827423150989748e-01 2.107063531875610352e+00
-9.947502798327090279e-01 4.434567928314208984e+00
-3.116262730514174351e-02 3.451119661331176758e+00
5.126849614842492464e-01 2.598234653472900391e+00
-5.800739395874432436e-01 4.092462062835693359e+00
-8.087256734427294980e-02 3.521901130676269531e+00
-1.387761810955789876e-02 3.427378654479980469e+00
-4.792056845969439038e-01 4.004104614257812500e+00
7.575025021323513741e-01 2.273589611053466797e+00
8.503123601444646518e-01 2.173508167266845703e+00
4.986737008376536107e-01 2.619076728820800781e+00
-9.827268165659059918e-01 4.423929214477539062e+00
2.578511354648316267e-01 2.990362167358398438e+00
-5.357762640388015196e-01 4.055769443511962891e+00
-4.656306817720687885e-01 3.991162776947021484e+00
-6.323920901917527981e-01 4.135887145996093750e+00
1.448228569131826404e-01 3.174557209014892578e+00
-1.065626880930050646e-01 3.559633493423461914e+00
-6.128717812611323978e-01 4.119614601135253906e+00
8.652818620402358274e-01 2.158559083938598633e+00
-5.215536933611373271e-01 4.043120861053466797e+00
5.574778070142438757e-01 2.532931566238403320e+00
-9.506181994927414003e-01 4.395782947540283203e+00
-6.330397829920861863e-01 4.136427402496337891e+00
6.377321350261968558e-01 2.426383972167968750e+00
7.285311220169554680e-02 3.300700426101684570e+00
2.922150675004109299e-01 2.932650566101074219e+00
-1.422032172543887807e-01 3.611280441284179688e+00
