0  5.41255  0
1000  5.44202  0.0294703
2000  5.5978  0.156708
3000  5.66851  0.131448
4000  5.61413  0.115435
5000  5.57354  0.102619
6000  5.56132  0.0875851
7000  5.50869  0.0923226
8000  5.47887  0.0867094
9000  5.44588  0.0842799
10000  5.45884  0.0773264
11000  5.46194  0.0706571
12000  5.48441  0.0687717
13000  5.48613  0.0636933
14000  5.47772  0.0598876
15000  5.47441  0.0561178
16000  5.46377  0.0537764
17000  5.47605  0.0521673
18000  5.47864  0.0494131
19000  5.45258  0.0536312
20000  5.45388  0.0510298
21000  5.45661  0.0487316
22000  5.44231  0.0487092
23000  5.42796  0.0487956
24000  5.43722  0.0477114
25000  5.44653  0.0467747
26000  5.47578  0.0536812
27000  5.48796  0.0531433
28000  5.49105  0.0513709
29000  5.48124  0.0505888
30000  5.48394  0.0490039
31000  5.48728  0.0475654
32000  5.50525  0.04948
33000  5.50899  0.048148
34000  5.49197  0.0497543
35000  5.48909  0.0484383
36000  5.4729  0.0498147
37000  5.46927  0.0486214
38000  5.46726  0.047401
39000  5.47567  0.0469599
40000  5.46587  0.0468363
41000  5.45502  0.0469776
42000  5.46023  0.0461668
43000  5.45474  0.045438
44000  5.4414  0.0463785
45000  5.44598  0.0455903
46000  5.45007  0.0447964
47000  5.44731  0.0439399
48000  5.44865  0.0430548
49000  5.44567  0.0422904
50000  5.44673  0.0414664
51000  5.43933  0.0413276
52000  5.44358  0.040762
53000  5.43992  0.0401672
54000  5.43155  0.0403078
55000  5.43195  0.0395834
56000  5.42653  0.0392583
57000  5.42478  0.038615
58000  5.4245  0.0379559
59000  5.41855  0.0377893
60000  5.41639  0.0372273
61000  5.41839  0.0366765
62000  5.40809  0.0375304
63000  5.40154  0.0375158
64000  5.40632  0.0372424
65000  5.4086  0.0367447
66000  5.41258  0.0364096
67000  5.41549  0.0359884
68000  5.42247  0.0361431
69000  5.41538  0.0363213
70000  5.4137  0.0358453
71000  5.41892  0.035727
72000  5.41418  0.0355515
73000  5.41218  0.0351248
74000  5.41309  0.0346653
75000  5.41321  0.0342063
76000  5.41265  0.0337638
77000  5.41828  0.0338008
78000  5.42469  0.0339793
79000  5.42467  0.0335519
80000  5.4249  0.0331359
81000  5.42937  0.0330329
82000  5.42786  0.0326675
83000  5.43076  0.0324067
84000  5.43143  0.03203
85000  5.42876  0.0317675
86000  5.43061  0.0314549
87000  5.43292  0.0311809
88000  5.43673  0.0310635
89000  5.43515  0.0307572
90000  5.43055  0.0307637
91000  5.42961  0.0304418
92000  5.43243  0.0302437
93000  5.43063  0.0299738
94000  5.43022  0.0296595
95000  5.43023  0.029349
96000  5.42764  0.0291605
97000  5.42897  0.0288921
98000  5.43096  0.0286681
99000  5.4373  0.0290778
