0 0.310221 0.00376324
1 -4.4266 2.04725
2 1.53853 2.88764
3 0.408234 2.72708
4 0.366277 2.55513
5 -0.875133 3.05902
6 1.55663 2.40796
7 -2.84862 1.6678
8 2.9729 2.72092
9 0.350548 2.33932
10 6.796 3.38457
11 6.03076 2.83966
12 2.37544 2.02453
13 1.58273 3.03764
14 -0.246332 2.64911
15 -0.1501 2.38171
16 1.74797 2.43716
17 -1.1919 2.01845
18 -0.782097 2.54572
19 -2.19596 2.58189
20 -0.790663 2.41884
21 1.72037 2.24307
22 2.95821 2.60949
23 1.22531 2.0778
24 1.08077 2.37977
25 -3.45708 2.72765
26 2.44726 2.37705
27 -1.32635 2.95974
28 0.874679 2.73615
29 -1.34853 2.01375
30 -3.32836 2.81888
31 2.11043 2.74508
32 4.28443 1.85754
33 1.36025 3.77723
34 -0.635926 1.7567
35 -4.72508 1.79428
36 -2.51648 2.84544
37 -1.88624 2.51793
38 2.49127 2.59439
39 1.17516 2.72316
40 -2.41187 1.96323
41 -2.73313 2.43631
42 2.47313 2.66707
43 1.01202 2.58193
44 -0.627401 2.63116
45 -1.27671 1.90392
46 -0.892564 2.88694
47 6.33393 2.03228
48 -4.22436 2.17262
49 0.840345 2.84709
50 3.13614 2.24045
51 -1.82941 2.6419
52 -2.36879 2.56805
53 0.803637 2.50409
54 -4.34598 2.56194
55 5.07125 2.79468
56 -7.00207 3.04476
57 -0.308086 2.43951
58 2.58702 2.46786
59 -3.53008 2.02214
60 -5.80682 3.10101
61 1.35878 2.20796
62 1.14083 2.63882
63 -0.293053 2.21974
64 -2.44948 2.4863
65 0.277104 3.24031
66 0.976633 3.26584
67 -3.00098 3.03841
68 0.425735 2.57986
69 -2.54194 2.70192
70 1.4381 2.60699
71 -1.02226 2.59258
72 1.73882 3.0354
73 -1.17142 2.60336
74 2.99582 3.41061
75 -1.41777 2.90256
76 1.95723 3.07585
77 -0.897609 2.05737
78 -0.160249 2.26861
79 0.0238818 2.79139
80 6.31657 2.79168
81 -2.19902 1.98988
82 0.813417 2.29782
83 0.801844 2.19566
84 1.25179 2.4822
85 0.281943 3.22878
86 3.30494 2.29336
87 1.82468 2.52198
88 1.2358 3.56417
89 2.20244 2.4741
90 -3.31718 2.4569
91 1.09488 2.60113
92 3.15183 2.31244
93 -2.59488 2.5695
94 -0.296166 1.98171
95 2.80245 2.46506
96 1.49634 3.00591
97 0.889699 1.94253
98 -2.8737 2.31108
99 -1.30129 2.57258
100 3.51256 3.02468
101 -4.3125 2.3307
102 1.70858 2.71406
103 -0.522976 1.92723
104 -1.83727 2.97259
105 1.1887 2.51763
106 1.40393 2.75992
107 1.27265 2.66658
108 -0.376466 3.06235
109 1.71429 3.11122
110 -0.840027 2.46233
111 1.39408 2.00621
112 -5.03152 2.42226
113 3.63008 2.65003
114 0.302611 2.91586
115 -0.596557 2.59631
116 3.8129 2.80952
117 -0.410704 3.09742
118 -5.67459 2.64058
119 1.93246 2.03295
120 2.44441 2.4589
121 -0.826573 2.03846
122 -0.580992 2.35758
123 -1.566 1.88976
124 -0.222897 1.91609
125 -4.74838 2.86493
126 1.6559 2.78759
127 -1.11854 2.6347
128 -0.550837 2.58624
129 -1.77181 3.10804
130 -1.54886 2.28078
131 -2.44718 3.45699
132 0.505229 2.72529
133 -2.68708 2.8645
134 1.17829 3.16599
135 -5.54953 2.37142
136 1.31411 2.92671
137 -3.79346 2.51848
138 3.30426 2.54546
139 -0.596655 2.18398
140 -3.71568 2.03008
141 2.58415 1.63066
142 -1.47243 2.6351
143 2.27559 1.93665
144 -0.859704 2.48288
145 -2.91457 2.29106
146 -1.31996 2.63422
147 0.370932 2.80923
148 1.11071 2.49018
149 0.27463 2.44908
150 2.09144 2.53091
151 3.34115 2.99866
152 -0.966372 2.53455
153 5.05982 3.01661
154 2.26057 2.06866
155 -0.317703 2.25926
156 -3.19646 2.55276
157 2.15668 2.27256
158 -1.84512 2.70194
159 3.71593 2.66095
